time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-12-03T04:07:33.980Z,19.8241667,-154.5048333,34.21,3.32,ml,55,303,0.454,0.14,hv,hv71259161,2019-12-03T22:33:50.592Z,"53km NE of Hawaiian Beaches, Hawaii",earthquake,0.83,1.56,0.166,54,reviewed,hv,hv
2019-12-03T03:37:08.760Z,19.3098,-64.5146,97,3.68,md,18,231,1.773,0.68,pr,pr2019337001,2019-12-03T04:32:32.040Z,"62km N of Road Town, British Virgin Islands",earthquake,7.74,16.87,0.16,15,reviewed,pr,pr
2019-12-03T01:49:30.700Z,37.9401667,-113.5323333,-0.17,2.55,ml,21,66,0.1685,0.24,uu,uu60352567,2019-12-03T14:30:59.900Z,"43km NNE of Enterprise, Utah",earthquake,0.55,4.25,0.2,3,reviewed,uu,uu
2019-12-03T01:33:39.237Z,39.2621,-99.4013,14.08,3.3,mb_lg,,55,0.518,0.71,us,us70006ff0,2019-12-03T04:08:22.062Z,"9km WNW of Plainville, Kansas",earthquake,3.7,8.5,0.043,142,reviewed,us,us
2019-12-03T01:18:04.179Z,36.1629,139.8486,56.29,4.6,mwr,,79,1.347,0.85,us,us70006fev,2019-12-04T11:09:35.776Z,"8km NNE of Sakai, Japan",earthquake,6.2,7.4,0.086,13,reviewed,us,us
2019-12-03T00:12:03.750Z,19.5576,-67.1081,40,2.91,md,8,270,1.2616,0.38,pr,pr2019337000,2019-12-03T04:18:34.937Z,"117km N of Isabela, Puerto Rico",earthquake,4.57,28.74,0.31,7,reviewed,pr,pr
2019-12-02T23:25:19.779Z,40.2972,141.8249,57.13,4.6,mb,,140,0.759,0.63,us,us70006fef,2019-12-07T06:40:00.686Z,"35km SE of Hachinohe, Japan",earthquake,6.7,7.2,0.068,66,reviewed,us,us
2019-12-02T23:23:00.417Z,41.4141,19.5893,10,4.5,mb,,67,1.044,1.16,us,us70006fed,2019-12-07T06:35:47.040Z,"6km WNW of Vore, Albania",earthquake,5.9,1.9,0.15,13,reviewed,us,us
2019-12-02T22:17:40.466Z,40.5818,-116.4342,10.8,3.3,ml,8,66.52,0.36,0.1255,nn,nn00712189,2019-12-03T02:08:15.158Z,"28km WSW of Carlin, Nevada",earthquake,,24.3,0.15,7,reviewed,nn,nn
2019-12-02T21:46:01.008Z,62.9403,-151.3192,127.2,3.3,ml,,,,0.45,ak,ak019fg1ckr0,2019-12-07T02:11:51.102Z,"92km NW of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-02T21:41:02.280Z,19.1681,-65.2526,36,3.41,md,7,329,1.1866,0.17,pr,pr2019336010,2019-12-03T00:14:23.866Z,"95km N of Culebra, Puerto Rico",earthquake,2.3,12.39,0.2,6,reviewed,pr,pr
2019-12-02T21:03:58.290Z,19.045,-67.1401,6,3.04,md,9,225,0.5782,0.34,pr,pr2019336009,2019-12-03T00:14:04.441Z,"61km NNW of Isabela, Puerto Rico",earthquake,1.6,1.43,0.23,8,reviewed,pr,pr
2019-12-02T19:07:07.914Z,31.9693,-102.3236,5,2.8,mb_lg,,65,0.067,0.33,us,us70006fbe,2019-12-03T21:11:44.672Z,"7km SE of Gardendale, Texas",earthquake,0.6,1.5,0.078,43,reviewed,us,us
2019-12-02T18:02:19.570Z,18.8406,-67.4061,10,2.91,md,7,299,0.462,0.22,pr,pr2019336008,2019-12-02T20:13:20.040Z,"55km NNW of San Antonio, Puerto Rico",earthquake,1.98,1.46,0.19,6,reviewed,pr,pr
2019-12-02T17:53:29.873Z,8.3833,94.5111,184.5,5,mb,,96,3.688,0.73,us,us70006fb6,2019-12-02T20:17:26.040Z,"139km ENE of Mohean, India",earthquake,8.6,5.7,0.051,125,reviewed,us,us
2019-12-02T16:04:36.755Z,16.1259,-98.373,10,4.4,mb,,216,1.44,0.56,us,us70006fai,2019-12-02T17:04:15.040Z,"37km S of Cuajinicuilapa, Mexico",earthquake,10.5,2,0.055,96,reviewed,us,us
2019-12-02T15:23:52.136Z,53.2794,-166.5599,35,4.3,mb,,159,0.542,0.41,us,us70006fa6,2019-12-07T02:10:18.207Z,"66km S of Unalaska, Alaska",earthquake,4.6,2,0.053,101,reviewed,us,us
2019-12-02T12:18:24.680Z,47.0405,-112.909,8.72,2.53,ml,24,140,0.065,0.11,mb,mb80373929,2019-12-02T15:51:22.320Z,"19km WNW of Lincoln, Montana",earthquake,0.29,0.44,0.144,14,reviewed,mb,mb
2019-12-02T12:12:11.259Z,35.53816667,-96.76133333,9.66,3.75,ml,66,82,0,0.1,ok,ok2019xozr,2019-12-05T02:05:30.556Z,"8km NW of Prague, Oklahoma",earthquake,,0.6,0.2,27,reviewed,ok,ok
2019-12-02T12:01:33.900Z,35.798,-117.629,6.33,2.5,ml,29,52,0.03112,0.16,ci,ci39213960,2019-12-02T14:33:13.738Z,"20km NNE of Ridgecrest, CA",earthquake,0.21,0.59,0.135,25,automatic,ci,ci
2019-12-02T10:46:33.480Z,18.9268,-67.2153,10,3.02,md,6,313,0.471,0.14,pr,pr2019336004,2019-12-02T11:43:35.595Z,"49km NNW of San Antonio, Puerto Rico",earthquake,0.98,0.61,0.13,5,reviewed,pr,pr
2019-12-02T08:26:24.785Z,41.4883,19.6237,10,4.5,mb,,60,0.978,0.99,us,us70006f7r,2019-12-02T10:23:23.346Z,"7km W of Fushe-Kruje, Albania",earthquake,6.1,1.9,0.128,18,reviewed,us,us
2019-12-02T06:41:02.450Z,51.2368,-178.1086,35,4.3,mb,,150,0.535,0.77,us,us70006f79,2019-12-07T02:09:59.099Z,"69km E of Amatignak Island, Alaska",earthquake,4.9,1.5,0.061,76,reviewed,us,us
2019-12-02T06:05:25.136Z,51.1442,-178.0544,19.8,2.5,ml,,,,0.56,ak,ak019ffs6bze,2019-12-07T02:09:58.334Z,"74km E of Amatignak Island, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2019-12-02T05:46:40.535Z,56.1092,-149.5638,10,4.6,mb,,141,2.338,0.66,us,us70006f6y,2019-12-07T02:09:56.092Z,"254km SE of Kodiak, Alaska",earthquake,7.5,1.9,0.043,158,reviewed,us,us
2019-12-02T05:06:13.081Z,51.1384,-178.0917,25.3,3.2,ml,,,,0.44,ak,ak019ffrl398,2019-12-07T02:10:42.187Z,"72km E of Amatignak Island, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2019-12-02T05:05:26.512Z,51.1793,-178.0658,25.6,3.3,ml,,,,0.48,ak,ak019ffrkwkr,2019-12-07T02:10:41.463Z,"73km E of Amatignak Island, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-12-02T05:01:54.693Z,51.3218,-178.2425,27.33,6,mww,,104,0.862,0.97,us,us70006f6d,2019-12-07T02:09:55.119Z,"60km E of Amatignak Island, Alaska",earthquake,6.7,4.2,0.066,22,reviewed,us,us
2019-12-02T04:31:49.907Z,55.2967,-154.3994,6.9,4.2,ml,,,,0.51,ak,ak019ffr52zn,2019-12-07T02:10:41.136Z,"79km SE of Chirikof Island, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2019-12-02T01:16:17.540Z,18.6293,-66.3295,66,2.65,md,11,238,0.4038,0.19,pr,pr2019336002,2019-12-02T09:18:41.776Z,"17km N of Brenas, Puerto Rico",earthquake,1.38,1.26,0.28,11,reviewed,pr,pr
2019-12-02T01:12:44.588Z,23.0891,93.5673,54.68,4.6,mb,,127,0.445,0.72,us,us70006f4m,2019-12-02T01:32:05.040Z,"22km NNW of Falam, Burma",earthquake,6.8,6.8,0.079,47,reviewed,us,us
2019-12-02T00:12:22.070Z,46.89,-112.5242,12.68,2.8,ml,,108,0.112,0.59,us,us70006f5v,2019-12-07T06:33:38.983Z,"14km ESE of Lincoln, Montana",earthquake,2.6,3.7,0.135,18,reviewed,mb,mb
2019-12-01T23:44:22.021Z,-4.5463,130.6499,74.71,4.7,mb,,63,2.271,0.74,us,us70006f38,2019-12-07T06:29:50.040Z,"234km SE of Amahai, Indonesia",earthquake,8.2,6.8,0.085,42,reviewed,us,us
2019-12-01T23:37:43.922Z,14.1349,-90.3879,147.51,4.4,mb,,149,1.03,0.85,us,us70006f32,2019-12-07T06:21:34.040Z,"5km NNW of Chiquimulilla, Guatemala",earthquake,5.2,7.6,0.064,70,reviewed,us,us
2019-12-01T23:36:22.234Z,43.6468,145.3408,155.15,4.5,mb,,163,2.042,1.36,us,us70006f36,2019-12-07T06:24:22.040Z,"16km E of Shibetsu, Japan",earthquake,13.8,9.8,0.156,12,reviewed,us,us
2019-12-01T23:21:56.730Z,34.9698333,-119.4336667,12.92,2.51,ml,48,34,0.03413,0.24,ci,ci39213512,2019-12-03T16:08:53.230Z,"10km SSW of Maricopa, CA",earthquake,0.24,0.49,0.145,69,reviewed,ci,ci
2019-12-01T21:22:42.782Z,-10.2764,161.2939,58,5.2,mb,,70,7.72,0.76,us,us70006f2d,2019-12-01T21:41:01.040Z,"71km WNW of Kirakira, Solomon Islands",earthquake,10.6,7.6,0.048,142,reviewed,us,us
2019-12-01T21:17:01.592Z,15.9719,-93.8972,65.66,4,mb,,166,1.719,0.35,us,us70006f2i,2019-12-01T22:03:12.040Z,"7km SSW of Paredon, Mexico",earthquake,5.6,27.4,0.088,35,reviewed,us,us
2019-12-01T20:34:05.170Z,48.3533,-128.8996,10,4.1,mb,,191,2.336,0.96,us,us70006f29,2019-12-02T08:45:25.318Z,"237km WSW of Tofino, Canada",earthquake,5.1,2,0.1,27,reviewed,us,us
2019-12-01T20:31:10.880Z,46.5333333333333,-121.419,1.97,3.39,ml,52,58,,0.16,uw,uw61562371,2019-12-06T07:25:08.084Z,"21km ESE of Packwood, Washington",earthquake,0.21,0.51,0.175185909333464,16,reviewed,uw,uw
2019-12-01T17:24:09.845Z,2.299,128.5825,64.01,4.6,mb,,130,1.943,0.92,us,us70006f0z,2019-12-01T19:45:54.040Z,"89km NE of Tobelo, Indonesia",earthquake,5.2,10.7,0.141,15,reviewed,us,us
2019-12-01T15:11:22.550Z,19.1136,-67.2666,30,2.86,md,3,320,0.9551,0.19,pr,pr2019335013,2019-12-01T20:49:30.511Z,"71km NNW of San Antonio, Puerto Rico",earthquake,1.77,15.78,0.11,3,reviewed,pr,pr
2019-12-01T13:41:51.260Z,19.3146667,-155.212,7.3,2.7,ml,34,90,0.03534,0.05,hv,hv71257436,2019-12-02T19:25:36.850Z,"13km S of Volcano, Hawaii",earthquake,0.34,0.73,0.186,43,reviewed,hv,hv
2019-12-01T13:17:04.234Z,1.8035,99.1055,6.15,4.5,mb,,123,0.902,0.41,us,us70006f0e,2019-12-02T02:41:22.717Z,"36km E of Sibolga, Indonesia",earthquake,5.3,5.9,0.135,16,reviewed,us,us
2019-12-01T12:27:52.891Z,59.616,-152.7873,88.5,4.6,ml,,,,0.44,ak,ak019fe8ccze,2019-12-07T03:23:35.562Z,"57km WSW of Anchor Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-01T10:02:31.033Z,19.3406,-95.2528,10,4.3,mb,,97,3.608,0.99,us,us70006ez9,2019-12-01T10:26:01.040Z,"75km NNE of Mundo Nuevo, Mexico",earthquake,3.9,2,0.16,11,reviewed,us,us
2019-12-01T09:53:43.420Z,35.6515,-117.4395,9.41,2.76,ml,34,61,0.06744,0.14,ci,ci39212864,2019-12-02T13:39:19.263Z,"13km SSW of Searles Valley, CA",earthquake,0.21,0.41,0.144,25,automatic,ci,ci
2019-12-01T08:40:36.970Z,19.198,-66.5361,18,3.1,md,15,242,0.7209,0.3,pr,pr2019335005,2019-12-01T10:31:28.040Z,"79km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,1.39,3.72,0.17,13,reviewed,pr,pr
2019-12-01T08:27:13.210Z,19.6945,-64.5171,30,3.45,md,10,320,2.0454,0.36,pr,pr2019335007,2019-12-01T14:29:48.160Z,"141km N of Road Town, British Virgin Islands",earthquake,3.68,29.96,0.11,9,reviewed,pr,pr
2019-12-01T08:16:05.828Z,57.2473,-154.5848,10.4,2.5,ml,,,,0.37,ak,ak019fe5w64k,2019-12-07T03:14:08.359Z,"50km SW of Larsen Bay, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2019-12-01T07:22:26.870Z,17.9425,-66.3281,5,2.57,md,12,207,0.2439,0.23,pr,pr2019335003,2019-12-01T08:26:25.040Z,"3km SE of Jauca, Puerto Rico",earthquake,0.79,0.72,0.5,12,reviewed,pr,pr
2019-12-01T06:47:16.330Z,19.3116667,-155.4945,12.37,3.43,ml,52,44,0.0631,0.1,hv,hv71257141,2019-12-03T00:08:24.741Z,"10km N of Pahala, Hawaii",earthquake,0.28,0.38,0.15,40,reviewed,hv,hv
2019-12-01T06:12:28.010Z,18.7821,-66.5253,28,2.67,md,9,253,0.4918,0.11,pr,pr2019335004,2019-12-01T09:52:48.580Z,"35km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,0.82,3.02,0.23,9,reviewed,pr,pr
2019-12-01T06:04:19.288Z,41.5171,19.4232,10,4.2,mb,,50,0.919,1.16,us,us70006ey5,2019-12-01T06:37:28.040Z,"21km N of Durres, Albania",earthquake,5,2,0.166,11,reviewed,us,us
2019-12-01T05:48:35.510Z,-5.0829,68.6232,10,5.3,mww,,46,4.454,0.85,us,us70006ey0,2019-12-02T16:28:26.040Z,"Chagos Archipelago region",earthquake,9.1,1.8,0.08,15,reviewed,us,us
2019-12-01T05:07:03.813Z,53.1049,-164.2417,10,3.8,mb,,207,1.377,1.3,us,us70006exx,2019-12-07T03:14:02.134Z,"153km SE of Akutan, Alaska",earthquake,7.1,2,0.116,19,reviewed,us,us
2019-12-01T03:34:59.933Z,-23.2047,-71.79,35,4.2,mwr,,199,1.176,1.1,us,us70006exj,2019-12-04T01:23:28.040Z,"150km WNW of Antofagasta, Chile",earthquake,6,2,,,reviewed,us,guc
2019-12-01T03:13:58.480Z,18.9086,-67.1765,98,2.89,md,8,211,0.7031,0.37,pr,pr2019335002,2019-12-04T04:58:45.040Z,"86km NNW of San Antonio, Puerto Rico",earthquake,3.14,3.79,0.2,8,reviewed,pr,pr
2019-12-01T03:03:49.495Z,43.2431,18.0606,4.94,4.1,mb,,35,1.2,0.78,us,us70006exe,2019-12-02T01:26:26.857Z,"4km WSW of Nevesinje, Bosnia and Herzegovina",earthquake,4.5,7.2,0.302,3,reviewed,us,us
2019-12-01T02:21:04.640Z,19.0711,-67.1105,86,2.67,md,4,317,0.8957,0.31,pr,pr2019335001,2019-12-04T04:53:56.040Z,"75km N of Isabela, Puerto Rico",earthquake,6.96,9.79,0.35,4,reviewed,pr,pr
2019-12-01T02:14:09.550Z,19.268,-67.128,57,2.98,md,12,311,0.8007,0.35,pr,pr2019335000,2019-12-04T04:50:13.040Z,"87km N of Isabela, Puerto Rico",earthquake,2.84,7.55,0.34,9,reviewed,pr,pr
2019-12-01T02:13:52.553Z,59.5979,-150.9731,54.1,2.8,ml,,,,0.47,ak,ak019fe2b0zi,2019-12-07T03:14:30.155Z,"23km SE of Fritz Creek, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-12-01T02:11:06.477Z,39.111,-119.7343,8.7,2.8,ml,31,56.34,0.03,0.1893,nn,nn00712041,2019-12-04T00:56:29.103Z,"5km ENE of Indian Hills, Nevada",earthquake,,0.7,0.16,8,reviewed,nn,nn
2019-12-01T02:05:40.377Z,39.636,82.8159,10,4.4,mb,,123,3.161,0.99,us,us70006ewu,2019-12-04T04:45:40.040Z,"155km NNE of Darya Boyi, China",earthquake,3.8,1.9,0.126,18,reviewed,us,us
2019-12-01T01:34:16.009Z,-15.914,-72.2032,128.31,4.2,mb,,141,3.022,0.81,us,us70006ewr,2019-12-01T01:53:29.040Z,"23km WNW of Lluta, Peru",earthquake,9.8,13,0.186,8,reviewed,us,us
2019-12-01T00:03:17.069Z,-34.7243,-70.8008,102.57,4,mb,,87,0.069,0.47,us,us70006ewl,2019-12-01T12:04:55.273Z,"22km E of Chimbarongo, Chile",earthquake,3.7,5.7,0.258,4,reviewed,us,us
2019-11-30T23:40:19.275Z,-4.6017,102.1878,49.28,4.7,mb,,90,3.021,0.63,us,us70006ew4,2019-11-30T23:58:42.040Z,"89km S of Bengkulu, Indonesia",earthquake,7.7,8.3,0.1,30,reviewed,us,us
2019-11-30T23:38:49.159Z,35.13483333,-95.36733333,6.2,2.73,ml,24,130,0.1070789874,0.17,ok,ok2019xmfg,2019-12-01T07:41:20.358Z,"2km SSE of Quinton, Oklahoma",earthquake,,0.5,0.3,9,reviewed,ok,ok
2019-11-30T22:24:24.618Z,65.8024,-150.8689,5.5,3.2,ml,,,,0.73,ak,ak019fcqqncm,2019-12-01T00:12:13.040Z,"89km NE of Tanana, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-11-30T21:33:25.545Z,56.5086,-147.9158,17.27,3.2,ml,,192,2.846,0.34,us,us70006ew9,2019-12-01T05:36:09.252Z,"Gulf of Alaska",earthquake,7.8,7.7,0.05,52,reviewed,us,us
2019-11-30T20:53:52.306Z,41.5449,19.4704,10,4.4,mb,,41,0.897,0.8,us,us70006euy,2019-12-01T05:07:54.253Z,"18km W of Mamurras, Albania",earthquake,5.1,1.9,0.131,17,reviewed,us,us
2019-11-30T20:00:11.680Z,19.1323,-67.2686,23,3.1,md,13,289,0.6832,0.42,pr,pr2019334013,2019-12-01T00:25:19.040Z,"63km NNW of Isabela, Puerto Rico",earthquake,1.8,28.14,0.14,10,reviewed,pr,pr
2019-11-30T19:52:39.633Z,-26.6573,178.3331,607.76,5.5,mww,,28,4.192,1.15,us,us70006eu5,2019-12-02T16:24:30.040Z,"South of the Fiji Islands",earthquake,10.4,5.2,0.08,15,reviewed,us,us
2019-11-30T19:49:20.617Z,-4.371,131.2499,42.66,4.8,mww,,48,1.753,0.69,us,us70006eu4,2019-11-30T20:07:30.040Z,"219km NW of Tual, Indonesia",earthquake,6.6,6.6,0.073,18,reviewed,us,us
2019-11-30T18:20:07.454Z,37.5105,-97.8128,5,2.6,mb_lg,,85,0.31,0.54,us,us70006etp,2019-12-03T17:34:25.040Z,"13km SSW of Cheney, Kansas",earthquake,1.9,2,0.142,13,reviewed,us,us
2019-11-30T17:59:16.379Z,14.0047,-91.9831,41.42,4.6,mb,,159,0.587,0.78,us,us70006etm,2019-12-03T17:32:50.802Z,"33km SSW of Champerico, Guatemala",earthquake,8.3,8.1,0.033,301,reviewed,us,us
2019-11-30T17:48:19.130Z,19.1058,-67.2685,10,3.08,md,16,216,0.6574,0.62,pr,pr2019334011,2019-12-03T17:24:05.040Z,"79km NNW of San Antonio, Puerto Rico",earthquake,1.91,31.61,0.35,16,reviewed,pr,pr
2019-11-30T16:26:44.338Z,-24.2145,-67.361,227.07,4.5,mb,,166,1.463,0.55,us,us70006etf,2019-11-30T17:36:33.040Z,"105km W of San Antonio de los Cobres, Argentina",earthquake,11.8,11.1,0.383,2,reviewed,us,us
2019-11-30T16:20:39.338Z,66.3579,-157.4574,9,3.1,ml,,,,0.78,ak,ak019fcn584z,2019-11-30T16:42:41.219Z,"66km SSW of Kobuk, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-11-30T16:16:51.178Z,-27.3303,-177.0263,174.31,5.3,mww,,163,2.067,0.69,us,us70006etc,2019-11-30T16:41:24.040Z,"231km NNE of Raoul Island, New Zealand",earthquake,11.2,10,0.075,17,reviewed,us,us
2019-11-30T15:11:27.950Z,18.6613,-65.8601,67,3.19,md,17,277,0.4172,0.12,pr,pr2019334010,2019-11-30T19:59:55.170Z,"25km N of Loiza, Puerto Rico",earthquake,1.56,1.28,0.24,15,reviewed,pr,pr
2019-11-30T12:11:55.618Z,59.7452,-152.5375,70.4,3.3,ml,,,,0.61,ak,ak019fckplav,2019-12-01T03:18:33.040Z,"39km W of Anchor Point, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-11-30T10:02:03.580Z,-24.2239,-67.4153,208.93,4.3,mb,,70,1.447,0.86,us,us70006erl,2019-11-30T10:31:29.040Z,"111km W of San Antonio de los Cobres, Argentina",earthquake,8.9,11.4,0.188,8,reviewed,us,us
2019-11-30T09:50:31.858Z,37.5092,-97.8017,5,2.5,ml,,96,0.312,0.22,us,us70006erh,2019-12-01T12:38:52.135Z,"13km S of Cheney, Kansas",earthquake,1.7,1.9,0.069,28,reviewed,us,us
2019-11-30T08:34:40.040Z,18.9603,-67.1118,6,2.85,md,10,219,0.4928,0.6,pr,pr2019334008,2019-11-30T14:51:24.262Z,"51km N of Isabela, Puerto Rico",earthquake,1.65,3.16,0.17,7,reviewed,pr,pr
2019-11-30T07:44:25.049Z,13.9284,-91.8586,47.61,5.6,mww,,159,0.613,0.89,us,us70006eqm,2019-12-01T16:40:58.040Z,"41km S of Champerico, Guatemala",earthquake,7.7,5.7,0.075,17,reviewed,us,us
2019-11-30T07:34:06.508Z,37.5022,-97.7971,2.19,2.9,mb_lg,,55,0.307,0.22,us,us70006eqe,2019-12-04T01:49:26.731Z,"14km S of Cheney, Kansas",earthquake,1.8,5.5,0.058,78,reviewed,us,us
2019-11-30T07:30:51.407Z,-32.7715,-71.8063,20.11,4.4,mb,,98,0.288,0.7,us,us70006eqd,2019-11-30T17:32:17.908Z,"34km NNW of Valparaiso, Chile",earthquake,4.7,6.1,0.202,7,reviewed,us,us
2019-11-30T07:02:08.066Z,37.0013,-105.0043,8.22,3.1,ml,,108,0.162,0.22,us,us70006eqa,2019-12-01T02:02:56.013Z,"43km ESE of San Luis, Colorado",earthquake,2.1,8.4,0.064,52,reviewed,us,us
2019-11-30T06:14:02.712Z,36.9605,73.9964,86.93,4.3,mb,,160,1.949,0.83,us,us70006epx,2019-11-30T08:09:00.040Z,"89km NNE of Gakuch, Pakistan",earthquake,3.7,11.1,0.16,11,reviewed,us,us
2019-11-30T05:17:55.970Z,19.072,-67.219,6,3.12,md,11,310,0.8581,0.35,pr,pr2019334006,2019-11-30T08:03:26.040Z,"66km N of Isabela, Puerto Rico",earthquake,11.81,10.97,0.38,10,reviewed,pr,pr
2019-11-30T05:11:00.110Z,36.1046667,-117.8583333,2.78,2.7,ml,29,54,0.01319,0.2,ci,ci39211288,2019-12-01T01:34:48.171Z,"10km NE of Coso Junction, CA",earthquake,0.31,0.6,0.159,25,automatic,ci,ci
2019-11-30T04:58:27.190Z,42.7775,-124.4725,16.13,3.54,ml,14,140,,0.2,uw,uw61562171,2019-12-01T18:01:22.293Z,"3km NNE of Port Orford, Oregon",earthquake,0.39,0.85,0.150742453951227,11,reviewed,uw,uw
2019-11-30T03:50:59.250Z,19.5918,-64.2701,11,3.25,md,5,344,2.1434,0.22,pr,pr2019334003,2019-12-04T04:38:08.040Z,"130km NNE of Road Town, British Virgin Islands",earthquake,11.3,16.2,0.38,4,reviewed,pr,pr
2019-11-30T03:14:11.400Z,18.5686,-66.2301,71,2.66,md,8,246,0.2981,0.3,pr,pr2019334002,2019-11-30T07:55:36.578Z,"12km NNE of Dorado, Puerto Rico",earthquake,2.36,1.57,0.34,7,reviewed,pr,pr
2019-11-30T03:10:52.497Z,34.311,7.5964,10,4.5,mb,,122,2.017,0.42,us,us70006env,2019-11-30T03:32:16.040Z,"31km W of Shabikah, Tunisia",earthquake,8.9,1.9,0.163,11,reviewed,us,us
2019-11-30T02:41:38.680Z,19.2875,-67.3745,44,2.86,md,4,326,1.127,0.26,pr,pr2019334005,2019-12-04T04:31:54.040Z,"92km NNW of San Antonio, Puerto Rico",earthquake,4.059,16.87,0.18,4,reviewed,pr,pr
2019-11-30T01:45:12.620Z,42.776,-124.476666666667,16.65,4.53,ml,15,142,,0.25,uw,uw61562126,2019-12-06T01:42:45.707Z,"6km NE of Port Orford, Oregon",earthquake,0.4,0.79,0.124880414425303,10,reviewed,uw,uw
2019-11-30T00:43:40.730Z,19.0306,-67.1185,11,2.75,md,11,225,0.5631,0.3,pr,pr2019334004,2019-11-30T05:25:05.467Z,"59km N of Isabela, Puerto Rico",earthquake,1.03,2.09,0.25,11,reviewed,pr,pr
2019-11-30T00:35:23.570Z,19.0895,-67.2558,21,2.88,md,13,287,0.6386,0.44,pr,pr2019334000,2019-12-07T04:06:26.040Z,"72km NNW of San Antonio, Puerto Rico",earthquake,2.06,31.99,0.35,12,reviewed,pr,pr

